"Project","Card","Result","Form","Action","AssetId","OfficialName","Backdrop"
"OberonPretender","princes_smile","official mapped artwork","winter","cast","9403610","Mark on a Smiling Face","assets\reference\ce\art\9403610.png"
"OberonPretender","ride_the_hawk_moth","official mapped artwork","base","cast","9304470","Hunter of the Stars","assets\reference\ce\art\9304470.png"
"OberonPretender","robin_goodfellows_trick","official mapped artwork","base","cast","9402050","Inverted Moon of the Heavens","assets\reference\ce\art\9402050.png"
"OberonPretender","royal_loan","official mapped artwork","base","cast","9404430","God's Deal","assets\reference\ce\art\9404430.png"
"OberonPretender","rye_rhyme_goodfellow","official mapped artwork","base","attack","9307830","Celebration Portrait: Lady Avalon","assets\reference\ce\art\9307830.png"
"OberonPretender","rye_rhyme_goodfellow_unleashed","official mapped artwork","base","attack","9310610","Heroic Spirit Stellar Journey: Oberon","assets\reference\ce\art\9310610.png"
"OberonPretender","scale_avalanche","official mapped artwork","base","attack","9303680","Beyond the Gates of Gourmet","assets\reference\ce\art\9303680.png"
"OberonPretender","scale_dust","official mapped artwork","base","attack","9303640","Scale of the Stars","assets\reference\ce\art\9303640.png"
"OberonPretender","sovereign_debt","official mapped artwork","base","attack","9300120","Queen's Present","assets\reference\ce\art\9300120.png"
"OberonPretender","sting_of_resentment","official mapped artwork","vortigern","attack","9304620","Seed of Thorns","assets\reference\ce\art\9304620.png"
"OberonPretender","strike","official mapped artwork","base","attack","9400690","Holy Night Sign","assets\reference\ce\art\9400690.png"
"OberonPretender","sweet_words","official mapped artwork","base","cast","9402900","Sweet Days","assets\reference\ce\art\9402900.png"
"OberonPretender","territory_creation_e_minus","official mapped artwork","base","cast","9301640","The Garden","assets\reference\ce\art\9301640.png"
"OberonPretender","the_swallowed_storm","official mapped artwork","vortigern","cast","9401530","Divine Princess of the Storm","assets\reference\ce\art\9401530.png"
"OberonPretender","the_worm_of_the_abyss","official mapped artwork","vortigern","attack","9303800","Abyssal Cyber Paradise, SE.RA.PH","assets\reference\ce\art\9303800.png"
"OberonPretender","thorn_of_the_abyss","official mapped artwork","vortigern","attack","9301580","The Mountain Abyss","assets\reference\ce\art\9301580.png"
"OberonPretender","threat_to_humanity","official mapped artwork","vortigern","idle","9301630","108 Demonic Stars","assets\reference\ce\art\9301630.png"
"OberonPretender","tricolor_dew","official mapped artwork","base","cast","9404380","Blue Illusion","assets\reference\ce\art\9404380.png"
"OberonPretender","two_faced","official mapped artwork","base","attack","9807070","Beauty-Concealing Mask","assets\reference\ce\art\9807070.png"
"OberonPretender","vespers_of_the_end","official mapped artwork","vortigern","idle","9403880","Holy King of Twilight","assets\reference\ce\art\9403880.png"
"OberonPretender","while_the_world_sleeps","official mapped artwork","vortigern","cast","9405650","A Thousand Nights","assets\reference\ce\art\9405650.png"
"OberonPretender","white_lie","official mapped artwork","base","attack","9301240","A Single Lie","assets\reference\ce\art\9301240.png"
"OberonPretender","wings_of_reverie","official mapped artwork","base","idle","9304610","The Dreaming Path","assets\reference\ce\art\9304610.png"
"OkitaSaber","bakumatsu_flower","official mapped artwork","base","idle","9408050","Sea-Preserving Cherry Blossom-Filled Dream","assets\reference\ce\art\9408050.png"
"OkitaSaber","bakumatsu_spirit","official mapped artwork","base","idle","9806150","CE EXP Card: GUDAGUDA Meiji Restoration","assets\reference\ce\art\9806150.png"
"OkitaSaber","battle_breath","official mapped artwork","base","cast","9407060","Twilight Meditation","assets\reference\ce\art\9407060.png"
"OkitaSaber","battojutsu","official mapped artwork","base","attack","9401650","Hidden Sword: Pheasant Reversal","assets\reference\ce\art\9401650.png"
"OkitaSaber","bitter_medicine","official mapped artwork","base","cast","9806240","Vice Commander-Produced Powdered Medicine","assets\reference\ce\art\9806240.png"
"OkitaSaber","blade_dance","official mapped artwork","base","attack","9405600","Dancing Like a Flower","assets\reference\ce\art\9405600.png"
"OkitaSaber","blinding_speed","official mapped artwork","base","cast","9303600","Contest of Speed","assets\reference\ce\art\9303600.png"
"OkitaSaber","breather","official mapped artwork","base","cast","9300930","Sacred Spring","assets\reference\ce\art\9300930.png"
"OkitaSaber","breather_lite","official mapped artwork","base","cast","9806100","The Maiden Saint's Breather","assets\reference\ce\art\9806100.png"
"OkitaSaber","captains_onslaught","official mapped artwork","base","attack","9300740","Final Battle","assets\reference\ce\art\9300740.png"
"OkitaSaber","catch_your_breath","official mapped artwork","base","cast","9402070","A Moment of Tranquility","assets\reference\ce\art\9402070.png"
"OkitaSaber","cherry_in_full_bloom","official mapped artwork","base","cast","9405170","To the Beyond, Bereft the Snowy Blossom","assets\reference\ce\art\9405170.png"
"OkitaSaber","clear_mind","official mapped artwork","base","cast","9403360","Water Shine","assets\reference\ce\art\9403360.png"
"OkitaSaber","crimson_kerchief","official mapped artwork","base","cast","9806910","Cotton Scarf","assets\reference\ce\art\9806910.png"
"OkitaSaber","cross_cut","official mapped artwork","base","attack","9302530","Pray Upon the Sword, Wish Upon Life","assets\reference\ce\art\9302530.png"
"OkitaSaber","defend","official mapped artwork","base","cast","9307120","Pure-Hearted Shield","assets\reference\ce\art\9307120.png"
"OkitaSaber","defensive_fencing","official mapped artwork","base","cast","9302860","Divine Iron Shield","assets\reference\ce\art\9302860.png"
"OkitaSaber","double_thrust","official mapped artwork","base","attack","9308070","Pair of White Swords","assets\reference\ce\art\9308070.png"
"OkitaSaber","duel_in_the_snow","official mapped artwork","base","attack","9302390","Prisma☆Illya Oath Under The Snow","assets\reference\ce\art\9302390.png"
"OkitaSaber","duelists_instinct","official mapped artwork","base","cast","9303780","Seven Duels of Swordmasters","assets\reference\ce\art\9303780.png"
"OkitaSaber","event_saturation","official mapped artwork","base","cast","9402420","Conquering the Great Sea of Stars","assets\reference\ce\art\9402420.png"
"OkitaSaber","eyes_on_the_tip","official mapped artwork","base","attack","9407050","Winner's Eye","assets\reference\ce\art\9407050.png"
"OkitaSaber","feint","official mapped artwork","base","attack","9407770","Ordinary Blade","assets\reference\ce\art\9407770.png"
"OkitaSaber","final_promise","official mapped artwork","base","cast","9304750","The Promised Time","assets\reference\ce\art\9304750.png"
"OkitaSaber","first_unit_charge","official mapped artwork","base","attack","9400620","GUDAGUDA Poster Girl","assets\reference\ce\art\9400620.png"
"OkitaSaber","five_flashes","official mapped artwork","base","attack","9308780","Epitaph of the Star Sword","assets\reference\ce\art\9308780.png"
"OkitaSaber","genius_cut","official mapped artwork","base","attack","9308190","Black Blade","assets\reference\ce\art\9308190.png"
"OkitaSaber","glinting_edge","official mapped artwork","base","attack","9404830","Twinkling Stars","assets\reference\ce\art\9404830.png"
"OkitaSaber","i_dont_shoot_beams","official mapped artwork","base","attack","9400060","Flash","assets\reference\ce\art\9400060.png"
"OkitaSaber","ikedaya_cut","official mapped artwork","base","attack","9403190","Imperial Capital Grail War","assets\reference\ce\art\9403190.png"
"OkitaSaber","infinite_instant","official mapped artwork","base","cast","9302810","At the End of Eternity","assets\reference\ce\art\9302810.png"
"OkitaSaber","kiai","official mapped artwork","base","cast","9400090","Concentration","assets\reference\ce\art\9400090.png"
"OkitaSaber","kiku_ichimonji","official mapped artwork","base","attack","9300940","Indestructible Blade","assets\reference\ce\art\9300940.png"
"OkitaSaber","last_spring_memory","official mapped artwork","base","idle","9303530","Reminiscence of Spring","assets\reference\ce\art\9303530.png"
"OkitaSaber","late_bloom","official mapped artwork","base","idle","9307290","Bloom in Spring","assets\reference\ce\art\9307290.png"
"OkitaSaber","magic_resistance_e","official mapped artwork","base","cast","9401160","Mystic Eyes of Distortion","assets\reference\ce\art\9401160.png"
"OkitaSaber","makoto","official mapped artwork","base","idle","9401920","Glory Is With Me","assets\reference\ce\art\9401920.png"
"OkitaSaber","minds_eye_fake","official mapped artwork","base","cast","9404010","Purple Eyes","assets\reference\ce\art\9404010.png"
"OkitaSaber","mumyou_first_thrust","official mapped artwork","base","attack","9306940","Dream Portrait: Okita Souji","assets\reference\ce\art\9306940.png"
"OkitaSaber","mumyou_manual","official mapped artwork","base","attack","9309560","Heroic Spirit Celebratory Attire: Okita Souji","assets\reference\ce\art\9309560.png"
"OkitaSaber","mumyou_unleashed","official mapped artwork","base","attack","9802700","Grand Blade Usumidori","assets\reference\ce\art\9802700.png"
"OkitaSaber","one_day_bloom","official mapped artwork","base","cast","9403970","Morning Glory","assets\reference\ce\art\9403970.png"
"OkitaSaber","perfect_slash","official mapped artwork","base","attack","9302740","Inferno Sword","assets\reference\ce\art\9302740.png"
"OkitaSaber","petal_rain","official mapped artwork","base","cast","9403730","Glorious Cherry Blossoms","assets\reference\ce\art\9403730.png"
"OkitaSaber","prodigys_glare","official mapped artwork","base","cast","9405590","Nothing Can Escape These Eyes","assets\reference\ce\art\9405590.png"
"OkitaSaber","prodigys_sense","official mapped artwork","base","idle","9303640","Scale of the Stars","assets\reference\ce\art\9303640.png"
"OkitaSaber","pursuit","official mapped artwork","base","attack","9307030","Divine Golden-Eyed Warbler","assets\reference\ce\art\9307030.png"
"OkitaSaber","reprimand","official mapped artwork","base","attack","9403320","Raging Wind","assets\reference\ce\art\9403320.png"
"OkitaSaber","riding_e","official mapped artwork","base","idle","9300610","Hand of Lightning","assets\reference\ce\art\9300610.png"
"OkitaSaber","rising_cut","official mapped artwork","base","attack","9403210","Fang-Sharp Shadow Blade","assets\reference\ce\art\9403210.png"
"OkitaSaber","sakura_fubuki","official mapped artwork","base","attack","9404620","Filler Flowers","assets\reference\ce\art\9404620.png"
"OkitaSaber","sakura_slash","official mapped artwork","base","attack","9403250","Sakura's Special Bento","assets\reference\ce\art\9403250.png"
"OkitaSaber","scent_of_sakura","official mapped artwork","base","cast","9403800","Spring Beauty","assets\reference\ce\art\9403800.png"
"OkitaSaber","seigan_guard","official mapped artwork","base","cast","9307120","Pure-Hearted Shield","assets\reference\ce\art\9307120.png"
"OkitaSaber","sheathe","official mapped artwork","base","cast","9304470","Hunter of the Stars","assets\reference\ce\art\9304470.png"
"OkitaSaber","shinsengumi_sweep","official mapped artwork","base","attack","9408870","Gudaguda Shinsegumi","assets\reference\ce\art\9408870.png"
"OkitaSaber","shinsengumi_will","official mapped artwork","base","idle","9301650","Haori of the Vow","assets\reference\ce\art\9301650.png"
"OkitaSaber","shukuchi","official mapped artwork","base","attack","9806210","Swift Ride","assets\reference\ce\art\9806210.png"
"OkitaSaber","shukuchi_b_plus","official mapped artwork","base","cast","9400720","Awakened Will","assets\reference\ce\art\9400720.png"
"OkitaSaber","shukuchi_step","official mapped artwork","base","cast","9404500","Mission Start","assets\reference\ce\art\9404500.png"
"OkitaSaber","sickly_constitution","official mapped artwork","base","cast","9407280","In Sickness and In Health","assets\reference\ce\art\9407280.png"
"OkitaSaber","steady_step","official mapped artwork","base","idle","9300380","Things to Calm the Heart","assets\reference\ce\art\9300380.png"
"OkitaSaber","strike","official mapped artwork","base","attack","9403210","Fang-Sharp Shadow Blade","assets\reference\ce\art\9403210.png"
"OkitaSaber","sword_genius","official mapped artwork","base","idle","9408540","The One Who Stands at the Summit of Sabers","assets\reference\ce\art\9408540.png"
"OkitaSaber","tennen_rishin_breath","official mapped artwork","base","idle","9406820","Winds of Spring","assets\reference\ce\art\9406820.png"
"OkitaSaber","third_stance","official mapped artwork","base","cast","9300420","Headband of Resolve","assets\reference\ce\art\9300420.png"
"OkitaSaber","thousand_thrusts","official mapped artwork","base","idle","9301630","108 Demonic Stars","assets\reference\ce\art\9301630.png"
"OkitaSaber","three_step_dash","official mapped artwork","base","attack","9307860","Dashing Through Summer","assets\reference\ce\art\9307860.png"
"OkitaSaber","to_the_end","official mapped artwork","base","cast","9303760","Last Will and Testament","assets\reference\ce\art\9303760.png"
"OkitaSaber","tos","official mapped artwork","base","cast","9406270","Crucible of Bloody Tears","assets\reference\ce\art\9406270.png"
"OkitaSaber","unsheathe","official mapped artwork","base","cast","9304420","Leaving the Sword Behind for a Little While","assets\reference\ce\art\9304420.png"
"OkitaSaber","untimely_cough","official mapped artwork","base","attack","9407080","Sweat Blood","assets\reference\ce\art\9407080.png"
"OkitaSaber","veil_of_petals","official mapped artwork","base","cast","9406770","Precious Blossoms of Snow","assets\reference\ce\art\9406770.png"
"OkitaSaber","zettou_a","official mapped artwork","base","cast","9301670","Dazzling Radiance","assets\reference\ce\art\9301670.png"
"SiegfriedSaber","balmung","official mapped artwork","base","attack","9304410","Then the Sacred Sword Shines","assets\reference\ce\art\9304410.png"
"SiegfriedSaber","balmung_swing","official mapped artwork","base","attack","9406620","Great Sword of Distinction","assets\reference\ce\art\9406620.png"
"SiegfriedSaber","balmung_unleashed","official mapped artwork","base","attack","9304410","Balmung","assets\reference\ce\art\9304410.png"
"SiegfriedSaber","blood_baptism","official mapped artwork","base","cast","9406270","Crucible of Bloody Tears","assets\reference\ce\art\9406270.png"
"SiegfriedSaber","brave_resolve","official mapped artwork","base","cast","9300420","Headband of Resolve","assets\reference\ce\art\9300420.png"
"SiegfriedSaber","by_my_conviction","official mapped artwork","base","cast","9300980","Knight's Oath","assets\reference\ce\art\9300980.png"
"SiegfriedSaber","conviction_charge","official mapped artwork","base","cast","9300980","Knight's Dignity","assets\reference\ce\art\9300980.png"
"SiegfriedSaber","conviction_scales","official mapped artwork","base","cast","9302720","Dragon Scale Guard","assets\reference\ce\art\9302720.png"
"SiegfriedSaber","crown_of_the_peerless","official mapped artwork","base","idle","9300010","Crown of the Star","assets\reference\ce\art\9300010.png"
"SiegfriedSaber","dead_dragons_edge","official mapped artwork","base","cast","9301030","White Dragon","assets\reference\ce\art\9301030.png"
"SiegfriedSaber","defend","official mapped artwork","base","cast","9302860","Divine Iron Shield","assets\reference\ce\art\9302860.png"
"SiegfriedSaber","draconic_rampart","official mapped artwork","base","cast","9406610","Raging Dragon's Lair","assets\reference\ce\art\9406610.png"
"SiegfriedSaber","dragon_hunter_strike","official mapped artwork","base","attack","9408310","Hunting Dragons","assets\reference\ce\art\9408310.png"
"SiegfriedSaber","dragon_scale_guard","official mapped artwork","base","cast","9302720","Calydonian Hide","assets\reference\ce\art\9302720.png"
"SiegfriedSaber","dragon_slayer_strike","official mapped artwork","base","attack","9401270","Prince of Slayer","assets\reference\ce\art\9401270.png"
"SiegfriedSaber","dragon_slayers_edge","official mapped artwork","base","attack","9300940","Indestructible Blade","assets\reference\ce\art\9300940.png"
"SiegfriedSaber","dragonblood_ascendant","official mapped artwork","base","idle","9300050","Memories of the Dragon","assets\reference\ce\art\9300050.png"
"SiegfriedSaber","dragonblood_cut","official mapped artwork","base","attack","9302880","The Dragon and the Dragon Swordsman","assets\reference\ce\art\9302880.png"
"SiegfriedSaber","dragonblood_surge","official mapped artwork","base","attack","9400180","Dragon's Meridian","assets\reference\ce\art\9400180.png"
"SiegfriedSaber","exposed_back","official mapped artwork","base","attack","9308970","The Spear that Killed a Certain Serpent","assets\reference\ce\art\9308970.png"
"SiegfriedSaber","fafnirs_executioner","official mapped artwork","base","attack","9406610","Raging Dragon's Lair","assets\reference\ce\art\9406610.png"
"SiegfriedSaber","gather_prowess","official mapped artwork","base","cast","9300780","Surge of the Warrior","assets\reference\ce\art\9300780.png"
"SiegfriedSaber","gleaming_scales","official mapped artwork","base","cast","9303640","Scale of the Stars","assets\reference\ce\art\9303640.png"
"SiegfriedSaber","golden_rule","official mapped artwork","base","idle","9301060","Manifestation of the Golden Rule","assets\reference\ce\art\9301060.png"
"SiegfriedSaber","grani_stalk","official mapped artwork","base","cast","9802800","Royal White Steed","assets\reference\ce\art\9802800.png"
"SiegfriedSaber","heavy_blow","official mapped artwork","base","attack","9400470","With One Strike","assets\reference\ce\art\9400470.png"
"SiegfriedSaber","heros_backswing","official mapped artwork","base","attack","9304490","The Sword Broken at Battle's End","assets\reference\ce\art\9304490.png"
"SiegfriedSaber","iron_guard","official mapped artwork","base","cast","9302860","Divine Iron Shield","assets\reference\ce\art\9302860.png"
"SiegfriedSaber","last_will","official mapped artwork","base","cast","9303760","Last Will and Testament","assets\reference\ce\art\9303760.png"
"SiegfriedSaber","linden_scar","official mapped artwork","base","idle","9406820","Winds of Spring","assets\reference\ce\art\9406820.png"
"SiegfriedSaber","nibelung_hoard","official mapped artwork","base","cast","9300240","Das Rheingold","assets\reference\ce\art\9300240.png"
"SiegfriedSaber","piercing_glare","official mapped artwork","base","attack","9306930","Dream Portrait: Siegfried","assets\reference\ce\art\9306930.png"
"SiegfriedSaber","scale_bulwark","official mapped artwork","base","cast","9302720","Dragon Scale Guard","assets\reference\ce\art\9302720.png"
"SiegfriedSaber","scale_eruption","official mapped artwork","base","attack","9300050","Memories of the Dragon","assets\reference\ce\art\9300050.png"
"SiegfriedSaber","scale_storm","official mapped artwork","base","attack","9408310","Hunting Dragons","assets\reference\ce\art\9408310.png"
"SiegfriedSaber","strategic_withdrawal","official mapped artwork","base","cast","9303550","The Noble Sword and Shield","assets\reference\ce\art\9303550.png"
"SiegfriedSaber","strike","official mapped artwork","base","attack","9302880","Dragonblood Cut","assets\reference\ce\art\9302880.png"
"SiegfriedSaber","tarnkappe","official mapped artwork","base","idle","9808680","Huang Family Cloak","assets\reference\ce\art\9808680.png"
"SiegfriedSaber","weight_of_expectations","official mapped artwork","base","idle","9300110","Eternal Solitude","assets\reference\ce\art\9300110.png"
"SiegfriedSaber","wyrmskin_guard","official mapped artwork","base","cast","9400200","Dragonkin","assets\reference\ce\art\9400200.png"
"SiegfriedSaber","wyrmslayer_gaze","official mapped artwork","base","attack","9401270","Prince of Slayer","assets\reference\ce\art\9401270.png"
"Tiamat","abyssal_chrysalis","official mapped artwork","beast","cast","9308580","Exhibition Attire: Larva/Tiamat","assets\reference\ce\art\9308580.png"
"Tiamat","abyssal_toll","official mapped artwork","beast","attack","9301580","The Mountain Abyss","assets\reference\ce\art\9301580.png"
"Tiamat","black_deluge","official mapped artwork","beast","cast","9408810","Beyond the Flood","assets\reference\ce\art\9408810.png"
"Tiamat","black_mud","official mapped artwork","beast","cast","9407180","Slimy Black Bog","assets\reference\ce\art\9407180.png"
"Tiamat","black_tide_surge","official mapped artwork","beast","attack","9407250","Beyond the Waves","assets\reference\ce\art\9407250.png"
"Tiamat","brackish_lash","official mapped artwork","beast","attack","9400220","Primeval Curse","assets\reference\ce\art\9400220.png"
"Tiamat","broken_horn","official mapped artwork","beast","attack","9407070","Talon Decorations of Chaos","assets\reference\ce\art\9407070.png"
"Tiamat","broken_horn_beast","official mapped artwork","beast","attack","9407070","Talon Decorations of Chaos","assets\reference\ce\art\9407070.png"
"Tiamat","brood_nest","official mapped artwork","beast","idle","9307810","Celebration Portrait: Larva/Tiamat","assets\reference\ce\art\9307810.png"
"Tiamat","call_of_the_sea","official mapped artwork","beast","cast","9308830","Motherly Heart","assets\reference\ce\art\9308830.png"
"Tiamat","carapace","official mapped artwork","femme","cast","9303640","Scale of the Stars","assets\reference\ce\art\9303640.png"
"Tiamat","chaos_tide","official mapped artwork","beast","attack","9401330","Beast of Billows","assets\reference\ce\art\9401330.png"
"Tiamat","chaos_tide_deluge","official mapped artwork","beast","cast","9408810","Beyond the Flood","assets\reference\ce\art\9408810.png"
"Tiamat","core_of_the_goddess","official mapped artwork","femme","idle","9308580","Exhibition Attire: Larva/Tiamat","assets\reference\ce\art\9308580.png"
"Tiamat","corrosive_tide","official mapped artwork","beast","idle","9406510","Inverted Rain of Mud","assets\reference\ce\art\9406510.png"
"Tiamat","devour_the_children","official mapped artwork","beast","attack","9406970","Great Mother","assets\reference\ce\art\9406970.png"
"Tiamat","drowning_grip","official mapped artwork","beast","attack","9301500","The Door into the Sea","assets\reference\ce\art\9301500.png"
"Tiamat","eleven_bel_lahmu","official mapped artwork","beast","cast","9407880","Arrival of the Large Beasts","assets\reference\ce\art\9407880.png"
"Tiamat","eye_of_the_blue_star","official mapped artwork","femme","cast","9307810","Celebration Portrait: Larva/Tiamat","assets\reference\ce\art\9307810.png"
"Tiamat","eye_of_the_red_star","official mapped artwork","femme","cast","9308580","Exhibition Attire: Larva/Tiamat","assets\reference\ce\art\9308580.png"
"Tiamat","feed_lahmu_beast","official mapped artwork","beast","cast","9307810","Celebration Portrait: Larva/Tiamat","assets\reference\ce\art\9307810.png"
"Tiamat","genesis_deluge","official mapped artwork","beast","attack","9408810","Beyond the Flood","assets\reference\ce\art\9408810.png"
"Tiamat","lahmu_tide","official mapped artwork","beast","cast","9307810","Celebration Portrait: Larva/Tiamat","assets\reference\ce\art\9307810.png"
"Tiamat","larval_maw","official mapped artwork","beast","attack","9406090","Titanic Fang Totem","assets\reference\ce\art\9406090.png"
"Tiamat","larval_surge","official mapped artwork","beast","cast","9308580","Exhibition Attire: Larva/Tiamat","assets\reference\ce\art\9308580.png"
"Tiamat","leviathan_coil","official mapped artwork","beast","attack","9305660","Sea Serpent","assets\reference\ce\art\9305660.png"
"Tiamat","mitosis","official mapped artwork","beast","attack","9404470","Rhythmed Birth","assets\reference\ce\art\9404470.png"
"Tiamat","mothers_vigil","official mapped artwork","femme","idle","9308830","Motherly Heart","assets\reference\ce\art\9308830.png"
"Tiamat","nammu_duranki","official mapped artwork","beast","attack","9307810","Celebration Portrait: Larva/Tiamat","assets\reference\ce\art\9307810.png"
"Tiamat","overtide","official mapped artwork","beast","cast","9407250","Beyond the Waves","assets\reference\ce\art\9407250.png"
"Tiamat","pluma_de_la_bestia","official mapped artwork","beast","attack","9407070","Talon Decorations of Chaos","assets\reference\ce\art\9407070.png"
"Tiamat","predatory_instinct","official mapped artwork","beast","idle","9407460","Natural Predator","assets\reference\ce\art\9407460.png"
"Tiamat","protective_silt","official mapped artwork","femme","idle","9407070","Talon Decorations of Chaos","assets\reference\ce\art\9407070.png"
"Tiamat","ravenous_tide","official mapped artwork","beast","cast","9401330","Beast of Billows","assets\reference\ce\art\9401330.png"
"Tiamat","riptide_snare","official mapped artwork","beast","attack","9400380","Seal Designation Enforcer","assets\reference\ce\art\9400380.png"
"Tiamat","rising_tide","official mapped artwork","beast","cast","9401330","Beast of Billows","assets\reference\ce\art\9401330.png"
"Tiamat","sea_of_the_azure_star","official mapped artwork","beast","cast","9308580","Exhibition Attire: Larva/Tiamat","assets\reference\ce\art\9308580.png"
"Tiamat","spawn_lahmu","official mapped artwork","beast","cast","9307810","Celebration Portrait: Larva/Tiamat","assets\reference\ce\art\9307810.png"
"Tiamat","spawn_lahmu_beast","official mapped artwork","beast","cast","9307810","Celebration Portrait: Larva/Tiamat","assets\reference\ce\art\9307810.png"
"Tiamat","spawning_pool","official mapped artwork","beast","cast","9406950","Homunculus Cradle","assets\reference\ce\art\9406950.png"
"Tiamat","stagnant_tide","official mapped artwork","beast","cast","9407180","Slimy Black Bog","assets\reference\ce\art\9407180.png"
"Tiamat","suckle","official mapped artwork","femme","cast","9406970","Great Mother","assets\reference\ce\art\9406970.png"
"Tiamat","tidal_seal","official mapped artwork","beast","cast","9301580","The Mountain Abyss","assets\reference\ce\art\9301580.png"
"Tiamat","tide_pool","official mapped artwork","beast","cast","9407180","Slimy Black Bog","assets\reference\ce\art\9407180.png"
"Tiamat","undertow","official mapped artwork","beast","attack","9405310","Sink Deeper","assets\reference\ce\art\9405310.png"
"Tiamat","venomous_nurse","official mapped artwork","beast","attack","9303560","Memory of Mother","assets\reference\ce\art\9303560.png"
"Tiamat","womb_of_the_beast","official mapped artwork","beast","idle","9406970","Great Mother","assets\reference\ce\art\9406970.png"
